category,title,subtitle,single_price,image_urls,details,directions
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Chef's Quality Lemon Juice,32 fl oz • $0.08/fl oz,$2.59 ,http://95.217.130.223:9000/instacart-product-images/large_87ef6d60-c7cc-47d0-8d6a-1bd33ea0b1b4.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Fruit juice,Chef's Quality 100% Orange Juice,64 fl oz • $0.11/fl oz,$6.99 ,http://95.217.130.223:9000/instacart-product-images/large_4622e796-00c1-42a6-a429-fd8b8036b53d.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Fruit juice,"Tropicana Pure Premium 100% Orange Juice Original, No Pulp, No Sugar Added",46 fl oz • $0.11/fl oz,$4.99 ,"http://95.217.130.223:9000/instacart-product-images/large_882a58af-1eb4-4635-b1a7-9440235c10b6.png, http://95.217.130.223:9000/instacart-product-images/large_2727ba94-6999-4e0b-9883-93260e212e53.png, http://95.217.130.223:9000/instacart-product-images/large_58790960-ad81-413e-81d1-82a5a3ad0661.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Shake well for best taste., Keep refrigerated., Best if consumed within 7 to 10 days after opening."
 Fruit juice,Ocean Spray Cranberry Juice Cocktail 15.2 Oz,15.2 fl oz • 12 x 15.2 fl oz,$15.99 ,http://95.217.130.223:9000/instacart-product-images/large_326fac9a-2dd9-4381-b3ac-513c3cb6d0ca.png,-,-
 Fruit juice,Ocean Spray Cranberry Juice Cocktail,7.2 fl oz • 24 x 7.2 fl oz,$23.99 ,http://95.217.130.223:9000/instacart-product-images/large_a11a0a6e-890c-4a6c-a90f-e485aaf99137.jpg,-,-
 Fruit juice,Ocean Spray 3Cranberry Bar Pac Pet,32 fl oz • $0.09/fl oz,$2.99 ,"http://95.217.130.223:9000/instacart-product-images/large_c9056683-3f7a-4aea-b03e-8e687ece25cd.jpg, http://95.217.130.223:9000/instacart-product-images/large_f97f790e-0f2e-4bff-a736-8d00149a3fab.jpg, http://95.217.130.223:9000/instacart-product-images/large_85878b79-6ce1-4325-950b-c37607ff7402.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Must refrigerate after opening., For best quality and freshness use within two weeks after opening."
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Ocean Spray Cranberry Juice Cocktail 15.2 Oz,15.2 fl oz • 12 x 15.2 fl oz,$15.99 ,http://95.217.130.223:9000/instacart-product-images/large_326fac9a-2dd9-4381-b3ac-513c3cb6d0ca.png,-,-
 Fruit juice,Ocean Spray Cranberry Juice Cocktail,7.2 fl oz • 24 x 7.2 fl oz,$23.99 ,http://95.217.130.223:9000/instacart-product-images/large_a11a0a6e-890c-4a6c-a90f-e485aaf99137.jpg,-,-
 Fruit juice,Ocean Spray 3Cranberry Bar Pac Pet,32 fl oz • $0.09/fl oz,$2.99 ,"http://95.217.130.223:9000/instacart-product-images/large_c9056683-3f7a-4aea-b03e-8e687ece25cd.jpg, http://95.217.130.223:9000/instacart-product-images/large_f97f790e-0f2e-4bff-a736-8d00149a3fab.jpg, http://95.217.130.223:9000/instacart-product-images/large_85878b79-6ce1-4325-950b-c37607ff7402.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Must refrigerate after opening., For best quality and freshness use within two weeks after opening."
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Ocean Spray Cranberry Juice Cocktail (65Cs/,64 fl oz • $0.09/fl oz,$5.99 ,"http://95.217.130.223:9000/instacart-product-images/large_338da75c-73db-4c5e-af71-b61d806d81ff.jpg, http://95.217.130.223:9000/instacart-product-images/large_dbdd7ee0-e4f8-454e-818d-8821e2da9b45.jpg, http://95.217.130.223:9000/instacart-product-images/large_77b1dd83-7f6c-4a6a-b22b-f8c02b2e321c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,Must refrigerate after opening. For best quality and freshness use within two weeks after opening.
 Fruit juice,Chef's Quality Lemonade Syrup,1 gal • $0.12/fl oz,$15.99 ,http://95.217.130.223:9000/instacart-product-images/large_42d7dae0-71c0-4aad-90e5-1981ffb48d2d.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Fruit juice,Tropicana Season's Best Orange Juice in Glass,10 oz (pack of 24),$23.99 ,http://95.217.130.223:9000/instacart-product-images/large_5a1dacf4-7cbb-4b24-a6e0-16ab6a20d5b9.png,-,-
 Fruit juice,Sabor Nuestro Frozen Sabor Nuestro - Guava Pulp - 14 oz Pack,14 oz • $0.19/oz,$2.69 ,http://95.217.130.223:9000/instacart-product-images/large_ca3b5279-4664-4e72-9ee4-174ee9373545.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Fruit juice,"Tropicana Juice Beverage, Cranberry",10 fl oz • $2.40/fl oz,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_f8de4e4c-f467-4e96-af42-89059e26b71d.png, http://95.217.130.223:9000/instacart-product-images/large_880db8a5-5ea2-4df9-966b-be6e4169fc8e.png, http://95.217.130.223:9000/instacart-product-images/large_db3a6f83-6cda-4568-ae8a-09deca915100.png","Tropicana uses the best in fruit to craft high quality juices, beverages and drinks that provide delicious flavor choices.","For best taste, shake well and use by date on package., Refrigerate after opening."
 Fruit juice,"Tropicana Juice Beverage, Cranberry",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3d324cca-4209-4f78-bd67-a24927b4551f.png, http://95.217.130.223:9000/instacart-product-images/large_5c210aba-7576-4cd4-b757-81a7076160fa.png, http://95.217.130.223:9000/instacart-product-images/large_06f9538a-4a5c-4e34-98f4-f6d25889c0cd.png",Our Tropicana Cranberry Juice drink has delicious taste you love and the vitamin C nutrition you need.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,"Tropicana Juice Beverage, Cranberry",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3d324cca-4209-4f78-bd67-a24927b4551f.png, http://95.217.130.223:9000/instacart-product-images/large_5c210aba-7576-4cd4-b757-81a7076160fa.png, http://95.217.130.223:9000/instacart-product-images/large_06f9538a-4a5c-4e34-98f4-f6d25889c0cd.png",Our Tropicana Cranberry Juice drink has delicious taste you love and the vitamin C nutrition you need.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,"Tropicana Juice Beverage, Cranberry",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3d324cca-4209-4f78-bd67-a24927b4551f.png, http://95.217.130.223:9000/instacart-product-images/large_5c210aba-7576-4cd4-b757-81a7076160fa.png, http://95.217.130.223:9000/instacart-product-images/large_06f9538a-4a5c-4e34-98f4-f6d25889c0cd.png",Our Tropicana Cranberry Juice drink has delicious taste you love and the vitamin C nutrition you need.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,"Tropicana Juice Beverage, Ruby Red Grapefruit",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_24c5baf8-c93f-44fe-802d-d726671e1795.png, http://95.217.130.223:9000/instacart-product-images/large_c42663ed-c9f5-49f8-b907-90ec8d2c20ff.png, http://95.217.130.223:9000/instacart-product-images/large_70c5caaa-7f8f-4112-aa8e-b8c2f38e61a2.png","Tropicana uses the best in fruit to craft high quality juices, beverages and drinks that provide delicious flavor choices.","Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,"Tropicana 100% Juice, Ruby Red Grapefruit",32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_043edfc5-7a9c-4ae4-9874-ab2b9f299883.png, http://95.217.130.223:9000/instacart-product-images/large_7ac58c03-8592-4657-a649-98cca6c4b611.png, http://95.217.130.223:9000/instacart-product-images/large_352888f7-ef94-471e-a6d4-158a917e8930.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Shake well and use by date on package., Refrigerator after opening."
 Fruit juice,"Tropicana 100% Juice, Ruby Red Grapefruit",32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_043edfc5-7a9c-4ae4-9874-ab2b9f299883.png, http://95.217.130.223:9000/instacart-product-images/large_7ac58c03-8592-4657-a649-98cca6c4b611.png, http://95.217.130.223:9000/instacart-product-images/large_352888f7-ef94-471e-a6d4-158a917e8930.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Shake well and use by date on package., Refrigerator after opening."
 Fruit juice,"Tropicana 100% Juice, Ruby Red Grapefruit",32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_043edfc5-7a9c-4ae4-9874-ab2b9f299883.png, http://95.217.130.223:9000/instacart-product-images/large_7ac58c03-8592-4657-a649-98cca6c4b611.png, http://95.217.130.223:9000/instacart-product-images/large_352888f7-ef94-471e-a6d4-158a917e8930.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Shake well and use by date on package., Refrigerator after opening."
 Fruit juice,Welch's Concord Grape Juice,16 fl oz • $1.50/fl oz,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_4e984bd2-5e89-47fa-a975-822d39f4da2c.jpg, http://95.217.130.223:9000/instacart-product-images/large_d4818ce9-bef1-48cb-a49d-efcedd6c898e.jpg, http://95.217.130.223:9000/instacart-product-images/large_0ba7a859-fc7b-42f2-bc01-22a7f2e53c35.jpg","What makes a grape a Welch's® grape? It's sweetened by the sun with a bold, unforgettable flavor that has satisfied families for generations. Welch's 100% Grape Juice delivers the delicious taste of USA grown Concord Grapes, 4 servings of fruit in every bottle. You can trust the goodness of Welch's with absolutely NO added sugar, artificial flavors, or colors. Also an excellent source of Vitamin C and Non-GMO Project Verified. Learn how we are Growing Tomorrow Together and investing in a better future on our website. This is a pack of 12 - 16 fl. oz. bottle, perfect to enjoy on the go.",Refrigerate after opening
 Fruit juice,Welch's Concord Grape Juice,16 fl oz • $1.50/fl oz,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_4e984bd2-5e89-47fa-a975-822d39f4da2c.jpg, http://95.217.130.223:9000/instacart-product-images/large_d4818ce9-bef1-48cb-a49d-efcedd6c898e.jpg, http://95.217.130.223:9000/instacart-product-images/large_0ba7a859-fc7b-42f2-bc01-22a7f2e53c35.jpg","What makes a grape a Welch's® grape? It's sweetened by the sun with a bold, unforgettable flavor that has satisfied families for generations. Welch's 100% Grape Juice delivers the delicious taste of USA grown Concord Grapes, 4 servings of fruit in every bottle. You can trust the goodness of Welch's with absolutely NO added sugar, artificial flavors, or colors. Also an excellent source of Vitamin C and Non-GMO Project Verified. Learn how we are Growing Tomorrow Together and investing in a better future on our website. This is a pack of 12 - 16 fl. oz. bottle, perfect to enjoy on the go.",Refrigerate after opening
 Fruit juice,AriZona Tallboy Mucho Mango Juice Can,20 fl oz • $1.20/fl oz,$23.99 ,http://95.217.130.223:9000/instacart-product-images/large_ef784263-a307-4124-aaab-bd0ceae0e292.png,-,-
 Fruit juice,Vita Coco Coconut Juice Drink With Pulp,16.9 fl oz • $1.18/fl oz,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_7e6cf9ff-f5f9-4c0a-b1c8-89d3762ccd3a.png,-,-
 Fruit juice,"Tropicana Juice Beverage, Cranberry",10 fl oz • $2.40/fl oz,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_f8de4e4c-f467-4e96-af42-89059e26b71d.png, http://95.217.130.223:9000/instacart-product-images/large_880db8a5-5ea2-4df9-966b-be6e4169fc8e.png, http://95.217.130.223:9000/instacart-product-images/large_db3a6f83-6cda-4568-ae8a-09deca915100.png","Tropicana uses the best in fruit to craft high quality juices, beverages and drinks that provide delicious flavor choices.","For best taste, shake well and use by date on package., Refrigerate after opening."
 Fruit juice,"Tropicana Juice Beverage, Cranberry",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3d324cca-4209-4f78-bd67-a24927b4551f.png, http://95.217.130.223:9000/instacart-product-images/large_5c210aba-7576-4cd4-b757-81a7076160fa.png, http://95.217.130.223:9000/instacart-product-images/large_06f9538a-4a5c-4e34-98f4-f6d25889c0cd.png",Our Tropicana Cranberry Juice drink has delicious taste you love and the vitamin C nutrition you need.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,"Tropicana Juice Beverage, Cranberry",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3d324cca-4209-4f78-bd67-a24927b4551f.png, http://95.217.130.223:9000/instacart-product-images/large_5c210aba-7576-4cd4-b757-81a7076160fa.png, http://95.217.130.223:9000/instacart-product-images/large_06f9538a-4a5c-4e34-98f4-f6d25889c0cd.png",Our Tropicana Cranberry Juice drink has delicious taste you love and the vitamin C nutrition you need.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,"Tropicana Juice Beverage, Cranberry",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3d324cca-4209-4f78-bd67-a24927b4551f.png, http://95.217.130.223:9000/instacart-product-images/large_5c210aba-7576-4cd4-b757-81a7076160fa.png, http://95.217.130.223:9000/instacart-product-images/large_06f9538a-4a5c-4e34-98f4-f6d25889c0cd.png",Our Tropicana Cranberry Juice drink has delicious taste you love and the vitamin C nutrition you need.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,"Tropicana 100% Juice, Apple",5.5 fl oz • 6 x 5.5 fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_74ca62e7-845f-4b5b-845c-8114e67b552f.png, http://95.217.130.223:9000/instacart-product-images/large_b17679fc-44a7-4d44-bd7d-ac590b51e8da.png, http://95.217.130.223:9000/instacart-product-images/large_26fcb639-e0f7-469d-a9ea-06a9896b5987.png","Apple juice from concentrate with other natural flavors and ingredients. 210 calories per bottle. Excellent source of vitamin C. Your day has a lot packed into it. Take a moment for yourself and enjoy some delicious Tropicana 100% juice. Pasteurized. Contains juices from Brazil, Chile, China, Hungary, Italy, Poland, Turkey, Ukraine and US.",For best taste on the package.
 Fruit juice,Mounsier Papa 100% Mango Nectar Juice,8.45 fl oz • 24 x 8.45 fl oz,$17.99 ,http://95.217.130.223:9000/instacart-product-images/large_5f10f631-715e-47cb-b6a4-690fb61b922e.png,-,-
 Fruit juice,Turkey Hill Lemonade,18.5 fl oz • $0.54/fl oz,$9.99 ,http://95.217.130.223:9000/instacart-product-images/large_c7dbbd01-2083-41dd-8221-be59f71df4ac.jpg,"Timeless goodness. A family favorite, our signature lemonade is outstanding refreshment no matter what the season. Succulent lemon with just the right amount of sweetness is what makes Turkey Hill Lemonade stand the test of time., Contains 10% fruit juice.","Shake well., Keep refrigerated., Dated for freshness."
 Fruit juice,Tropicana 100% Orange Juice,64 oz • $0.09/oz,$5.99 ,http://95.217.130.223:9000/instacart-product-images/large_7b970700-3a97-46cd-96f9-fd7589e74292.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Fruit juice,"Tropicana 100% Juice, Orange",15.2 fl oz • $1.32/fl oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_c19aa7ac-25fd-4565-b6b7-592a055db92e.png, http://95.217.130.223:9000/instacart-product-images/large_a78808f2-cca4-4b39-8907-2d33532289ed.png, http://95.217.130.223:9000/instacart-product-images/large_532349d4-c835-4777-a462-beffa0f8787e.png","Tropicana uses the best in fruit to craft high quality juices, beverages and drinks that provide delicious flavor choices.","Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,Tropicana Orange Juice,32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_41964dcb-e6c9-48f8-b655-9aba43e71043.png, http://95.217.130.223:9000/instacart-product-images/large_45b1b69b-518a-4930-a993-f8b78e15794e.png, http://95.217.130.223:9000/instacart-product-images/large_ee20924a-206e-4a2f-83cf-5c63334c471e.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,Tropicana Orange Juice,32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_41964dcb-e6c9-48f8-b655-9aba43e71043.png, http://95.217.130.223:9000/instacart-product-images/large_45b1b69b-518a-4930-a993-f8b78e15794e.png, http://95.217.130.223:9000/instacart-product-images/large_ee20924a-206e-4a2f-83cf-5c63334c471e.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,Tropicana Orange Juice,32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_41964dcb-e6c9-48f8-b655-9aba43e71043.png, http://95.217.130.223:9000/instacart-product-images/large_45b1b69b-518a-4930-a993-f8b78e15794e.png, http://95.217.130.223:9000/instacart-product-images/large_ee20924a-206e-4a2f-83cf-5c63334c471e.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,Tropicana Orange Juice,32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_41964dcb-e6c9-48f8-b655-9aba43e71043.png, http://95.217.130.223:9000/instacart-product-images/large_45b1b69b-518a-4930-a993-f8b78e15794e.png, http://95.217.130.223:9000/instacart-product-images/large_ee20924a-206e-4a2f-83cf-5c63334c471e.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,Tropicana Orange Juice,32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_41964dcb-e6c9-48f8-b655-9aba43e71043.png, http://95.217.130.223:9000/instacart-product-images/large_45b1b69b-518a-4930-a993-f8b78e15794e.png, http://95.217.130.223:9000/instacart-product-images/large_ee20924a-206e-4a2f-83cf-5c63334c471e.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,Tropicana Orange Juice,32 fl oz • $0.12/fl oz,$3.99 ,"http://95.217.130.223:9000/instacart-product-images/large_41964dcb-e6c9-48f8-b655-9aba43e71043.png, http://95.217.130.223:9000/instacart-product-images/large_45b1b69b-518a-4930-a993-f8b78e15794e.png, http://95.217.130.223:9000/instacart-product-images/large_ee20924a-206e-4a2f-83cf-5c63334c471e.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Refrigerate after opening., For best taste, shake well and use by date on package."
 Fruit juice,V8 V 8 Splash Tropical Blend Juice,16 fl oz • $1.06/fl oz,$16.99 ,"http://95.217.130.223:9000/instacart-product-images/large_fcd591e8-c06b-41ea-8085-34638cf23482.jpg, http://95.217.130.223:9000/instacart-product-images/large_e086496d-b990-4d06-8f06-ed9b617b5d8a.jpg, http://95.217.130.223:9000/instacart-product-images/large_d4613365-e032-46eb-b58c-eafc34ff7748.jpg","Quench your thirst with the refreshing taste of V8 Splash Tropical Blend Flavored Juice Beverage. This 5% juice blend is made from concentrated carrot juice with the natural flavors of tropical fruit for a tasty drink with a satisfying splash of delicious fruit flavor. V8 Splash Tropical Blend juice beverage contains 25% less sugar than leading juice drink brands,* plus Antioxidant C and B Vitamins. It’s also gluten free and fat free. With only 80 calories per bottle, V8 Splash is a lower calorie alternative to orange juice and apple juice. Serve this fruit flavored drink in the morning or as part of an after-school snack. V8 Splash is also delicious in homemade smoothies and makes a great mocktail or cocktail mixer. In addition to Tropical Blend, V8 Splash Juice is also available in Strawberry Kiwi, Fruit Medley, and other refreshing fruit flavors. (*Per 16 fl oz: Leading shelf stable brands, 34g; Splash, 18g), , - One (1) 16 fl oz bottle of V8 Splash Tropical Blend Flavored Juice Beverage, - A 5% juice blend made from concentrated carrot juice with natural tropical fruit flavors, - Contains 25% less sugar than leading juice brands* and Antioxidant C and B Vitamins (*Per 16 fl oz: Leading shelf stable brands, 34g; Splash, 18g), - A lower calorie alternative to orange juice and apple juice; serve it in the morning or as part of an after-school snack, - Add V8 Splash Tropical Blend juice beverage to your homemade smoothies or use it as a mocktail or cocktail mixer",Shake Well Before Opening.
 Fruit juice,"Snapple Juice Drink, Apple",16 fl oz • $1.87/fl oz,$29.99 ,http://95.217.130.223:9000/instacart-product-images/large_bc8a6dc7-be65-4671-a6e6-783f174a365f.png,Snapple® Juice Drink Snapple Apple. Juice drink from concentrate flavored with other natural flavors. 10% Juice from a blend of apple and pear juices. Made from the Best Stuff On Earth!™. This is a gluten free product.,Refrigerate after opening.
 Fruit juice,Snapple Mango Madness,16 fl oz • $1.87/fl oz,$29.99 ,http://95.217.130.223:9000/instacart-product-images/large_c41f3f44-6778-4b70-9176-2568af5a7c5e.png,"Snapple Mango Madness is sweet, fruity, and delicious! Mango Madness isn't about being mad at a mango, it's about being mad for a mango. Luckily, Snapple Mango Madness has the antidote. Do yourself a flavor! Snapple Mango Madness is all natural, gluten-free, made from 5% real juice, and contains no artificial flavors or sweeteners. Even better, our 16oz and 20oz bottles are recyclable and made from 100% recycled plastic, excluding the cap and label. Snapple always brings the flavor. That's what we have been doing ever since we were a small brand created by three friends in the New York area. We started out by selling our apple juice to health clubs in 1973. Since then, we have expanded our flavor portfolio throughout the 80s into teas, fruit drinks, and lemonades. Snapple went national in the early 90s, and now you can find us in more than 30 flavors and in all 50 states across the country. And for an extra dose of fun, don't forget to check out our Snapple 'Real Facts' under our caps!","Shake it! Then shake the bottle too. Settling is natural., Refrigerate after opening."
 Fruit juice,V8 V 8 Splash Strawberry Kiwi Juice,16 fl oz • $1.06/fl oz,$16.99 ,"http://95.217.130.223:9000/instacart-product-images/large_5369eb05-47cc-4f23-838a-5aa754d3865d.jpg, http://95.217.130.223:9000/instacart-product-images/large_e45aba20-f60b-4c8c-8b46-44f4ffff3b44.jpg, http://95.217.130.223:9000/instacart-product-images/large_724d946b-9a3a-4857-bb31-665c7734916e.jpg","Quench your thirst with the refreshing taste of V8 Splash Strawberry Kiwi Flavored Juice Beverage. This 5% juice blend is made from concentrated carrot juice, kiwi juice, and strawberry juice with other natural flavors for a tasty drink with a satisfying splash of delicious fruit flavor. V8 Splash Strawberry Kiwi juice beverage contains 25% less sugar than leading juice drink brands,* plus Antioxidant C and B Vitamins. It’s also gluten free and fat free. With only 80 calories per bottle, V8 Splash is a lower calorie alternative to orange juice and apple juice. Serve a cold glass of this fruit flavored drink in the morning or as part of an after-school snack. V8 Splash is also delicious in homemade smoothies and makes a great mocktail or cocktail mixer. In addition to Strawberry Kiwi, V8 Splash Juice is also available in Island Strawberry, Fruit Medley, and other refreshing fruit flavors. (*Per 16 fl oz: Leading shelf stable brands, 34g; Splash, 18g), , - One (1) 16 fl oz bottle of V8 Splash Strawberry Kiwi Flavored Juice Beverage, - A 5% juice blend made from concentrated carrot juice, kiwi juice, and strawberry juice with other natural flavors, - Contains 25% less sugar than leading juice drink brands* and Antioxidant C and B Vitamins (*Per 16 fl oz: Leading shelf stable brands, 34g; Splash, 18g), - A lower calorie alternative to orange juice and apple juice; serve it in the morning or as part of an after-school snack, - Add V8 Splash Strawberry Kiwi juice beverage to your homemade smoothies or use it as a mocktail or cocktail mixer",Shake Well Before Opening.
